0,344,1
0,834,1
0,890,1
0,952,1
0,1031,1
0,1042,1
1,61,1
1,62,1
1,182,1
1,621,1
1,832,1
1,987,1
2,145,1
2,147,1
2,218,1
2,258,1
2,281,1
2,301,1
2,320,1
2,325,1
2,382,1
2,400,1
2,421,1
2,458,1
2,510,1
2,523,1
2,561,1
2,696,1
2,722,1
2,749,1
2,838,1
2,851,1
2,860,1
2,871,1
2,875,1
2,879,1
2,883,1
2,907,1
2,919,1
2,972,1
3,217,1
3,378,1
3,454,1
3,831,1
3,870,1
3,947,1
4,9,1
4,74,1
4,126,1
4,198,1
4,227,1
4,254,1
4,259,1
4,261,1
4,263,1
4,316,1
4,342,1
4,355,1
4,361,1
4,363,1
4,379,1
4,440,1
4,446,1
4,479,1
4,480,1
4,481,1
4,507,1
4,521,1
4,559,1
4,562,1
4,564,1
4,595,1
4,608,1
4,611,1
4,736,1
4,750,1
4,778,1
4,811,1
4,903,1
4,910,1
4,945,1
4,980,1
4,981,1
4,992,1
4,996,1
4,1045,1
5,17,1
5,250,1
5,449,1
5,490,1
5,536,1
5,686,1
5,733,1
5,769,1
5,1021,1
6,337,1
6,358,1
6,512,1
6,601,1
6,737,1
7,348,1
7,815,1
7,856,1
7,894,1
8,4,1
8,61,1
8,85,1
8,148,1
8,164,1
8,182,1
8,274,1
8,355,1
8,363,1
8,379,1
8,398,1
8,418,1
8,440,1
8,444,1
8,500,1
8,544,1
8,559,1
8,564,1
8,582,1
8,726,1
8,781,1
8,792,1
8,842,1
8,897,1
8,917,1
8,980,1
8,981,1
8,985,1
8,987,1
8,992,1
8,995,1
9,4,1
9,148,1
9,182,1
9,254,1
9,255,1
9,259,1
9,263,1
9,292,1
9,355,1
9,379,1
9,386,1
9,440,1
9,446,1
9,448,1
9,480,1
9,559,1
9,564,1
9,581,1
9,595,1
9,611,1
9,613,1
9,635,1
9,671,1
9,736,1
9,750,1
9,781,1
9,787,1
9,792,1
9,873,1
9,903,1
9,945,1
9,992,1
9,997,1
9,1052,1
10,20,1
10,228,1
10,326,1
10,503,1
10,821,1
10,868,1
10,1046,1
10,1049,1
11,136,1
11,295,1
11,691,1
11,797,1
11,849,1
11,860,1
11,976,1
11,990,1
11,1037,1
12,44,1
12,45,1
12,577,1
12,892,1
12,915,1
13,89,1
13,157,1
13,184,1
13,202,1
13,262,1
13,404,1
13,408,1
13,484,1
13,705,1
13,731,1
13,747,1
13,819,1
13,848,1
13,926,1
13,970,1
13,991,1
14,619,1
14,771,1
14,813,1
14,931,1
15,221,1
15,262,1
15,484,1
15,663,1
15,712,1
15,790,1
15,819,1
16,149,1
16,634,1
16,669,1
16,744,1
16,849,1
16,958,1
17,5,1
17,175,1
17,189,1
17,197,1
17,294,1
17,449,1
17,490,1
17,513,1
17,536,1
17,711,1
17,733,1
17,769,1
17,788,1
17,884,1
17,914,1
17,1021,1
17,1035,1
18,172,1
18,360,1
18,545,1
18,886,1
18,895,1
18,933,1
18,944,1
18,975,1
19,207,1
19,242,1
19,383,1
19,415,1
19,936,1
19,1011,1
20,405,1
20,676,1
20,697,1
20,843,1
21,233,1
21,272,1
21,275,1
21,312,1
21,332,1
21,346,1
21,495,1
21,588,1
21,645,1
21,657,1
21,674,1
21,694,1
21,727,1
21,804,1
21,824,1
21,993,1
22,71,1
22,83,1
22,87,1
22,117,1
22,147,1
22,241,1
22,376,1
22,713,1
22,976,1
23,268,1
23,412,1
23,724,1
23,904,1
23,924,1
24,334,1
24,459,1
24,519,1
24,524,1
24,799,1
24,839,1
24,905,1
25,205,1
25,313,1
25,547,1
25,1047,1
26,69,1
26,134,1
26,265,1
26,331,1
26,649,1
26,673,1
26,878,1
26,960,1
27,328,1
27,417,1
27,445,1
27,511,1
27,690,1
27,1040,1
28,378,1
28,454,1
28,465,1
28,568,1
28,708,1
29,61,1
29,154,1
29,234,1
29,242,1
29,246,1
29,393,1
29,410,1
29,415,1
29,426,1
29,480,1
29,567,1
29,621,1
29,916,1
30,117,1
30,421,1
30,532,1
30,697,1
30,912,1
31,220,1
31,276,1
31,551,1
31,685,1
31,689,1
31,1051,1
32,38,1
32,270,1
32,461,1
32,647,1
33,36,1
33,84,1
33,232,1
33,303,1
33,321,1
33,333,1
33,335,1
33,350,1
33,462,1
33,493,1
33,516,1
33,546,1
33,553,1
33,576,1
33,607,1
33,716,1
33,756,1
33,774,1
33,816,1
33,835,1
33,855,1
33,858,1
33,1029,1
34,49,1
34,61,1
34,62,1
34,154,1
34,242,1
34,383,1
34,415,1
34,426,1
34,621,1
34,763,1
35,158,1
35,200,1
35,238,1
35,345,1
35,377,1
35,397,1
35,498,1
35,517,1
35,592,1
35,622,1
35,881,1
35,896,1
35,938,1
35,998,1
36,33,1
36,516,1
36,646,1
36,673,1
36,844,1
36,1054,1
37,117,1
37,241,1
37,295,1
37,537,1
37,572,1
38,184,1
38,461,1
38,502,1
38,898,1
38,946,1
38,953,1
38,989,1
39,773,1
39,899,1
39,913,1
39,1000,1
39,1001,1
40,41,1
40,42,1
40,98,1
40,290,1
40,367,1
40,709,1
40,745,1
40,1027,1
41,40,1
41,42,1
41,290,1
41,367,1
41,554,1
41,709,1
41,745,1
41,1027,1
42,40,1
42,41,1
42,98,1
42,290,1
42,471,1
42,482,1
42,709,1
42,745,1
42,1027,1
43,165,1
43,186,1
43,677,1
43,979,1
43,986,1
44,12,1
44,577,1
44,748,1
44,892,1
44,915,1
45,12,1
45,44,1
45,577,1
45,892,1
45,915,1
46,436,1
46,580,1
46,667,1
46,902,1
47,267,1
47,571,1
47,659,1
47,682,1
47,717,1
47,867,1
47,955,1
48,169,1
48,680,1
48,921,1
48,934,1
49,34,1
49,72,1
49,242,1
49,521,1
50,22,1
50,167,1
50,222,1
50,356,1
50,684,1
50,766,1
50,780,1
50,976,1
51,376,1
51,676,1
51,710,1
51,1014,1
51,1048,1
52,144,1
52,211,1
52,264,1
52,817,1
53,129,1
53,676,1
53,710,1
53,850,1
54,93,1
54,431,1
54,661,1
54,791,1
54,802,1
54,822,1
54,948,1
54,988,1
55,66,1
55,71,1
55,224,1
55,241,1
55,287,1
55,353,1
55,859,1
55,976,1
55,982,1
56,90,1
56,525,1
56,673,1
56,789,1
56,869,1
57,467,1
57,563,1
57,614,1
57,739,1
57,818,1
58,467,1
58,525,1
58,563,1
58,583,1
58,614,1
59,474,1
59,526,1
59,720,1
59,761,1
59,949,1
59,1008,1
60,333,1
60,442,1
60,453,1
60,455,1
60,673,1
60,704,1
60,754,1
60,923,1
61,1,1
61,29,1
61,34,1
61,62,1
61,72,1
61,207,1
61,242,1
61,244,1
61,355,1
61,383,1
61,479,1
61,600,1
61,725,1
61,916,1
61,1033,1
62,1,1
62,61,1
62,242,1
62,621,1
63,372,1
63,497,1
63,508,1
63,973,1
64,179,1
64,539,1
64,585,1
64,1043,1
65,87,1
65,299,1
65,639,1
65,662,1
66,135,1
66,381,1
66,435,1
66,1037,1
67,253,1
67,257,1
67,280,1
67,323,1
67,491,1
67,504,1
67,534,1
67,596,1
67,814,1
67,877,1
67,983,1
68,162,1
68,248,1
68,279,1
68,304,1
68,364,1
68,538,1
68,795,1
68,876,1
68,887,1
68,1018,1
68,1020,1
69,123,1
69,168,1
69,235,1
69,317,1
69,385,1
69,392,1
69,489,1
69,591,1
69,699,1
69,707,1
69,768,1
69,918,1
69,937,1
69,942,1
69,994,1
70,159,1
70,241,1
70,743,1
70,912,1
70,1039,1
71,55,1
71,295,1
71,625,1
71,860,1
71,976,1
71,1006,1
72,29,1
72,49,1
72,61,1
72,173,1
72,242,1
72,621,1
72,916,1
73,208,1
73,282,1
73,501,1
73,598,1
73,655,1
73,738,1
73,793,1
73,812,1
73,939,1
74,4,1
74,85,1
74,255,1
74,308,1
74,418,1
74,544,1
74,587,1
74,608,1
74,910,1
74,981,1
74,992,1
74,997,1
75,170,1
75,221,1
75,303,1
75,341,1
75,845,1
75,853,1
76,157,1
76,201,1
76,262,1
76,292,1
76,402,1
76,555,1
76,680,1
76,787,1
76,790,1
76,908,1
76,1016,1
77,116,1
77,470,1
77,503,1
77,608,1
77,863,1
77,935,1
77,953,1
77,1046,1
78,114,1
78,184,1
78,535,1
78,705,1
78,800,1
78,827,1
78,991,1
79,373,1
79,440,1
79,507,1
79,613,1
79,784,1
79,929,1
79,980,1
80,146,1
80,225,1
80,256,1
80,285,1
80,289,1
80,389,1
80,406,1
80,430,1
80,486,1
80,522,1
80,620,1
80,638,1
80,664,1
80,864,1
80,885,1
80,967,1
80,968,1
80,1015,1
81,166,1
81,542,1
81,701,1
81,767,1
81,978,1
82,90,1
82,202,1
82,221,1
82,265,1
82,303,1
82,318,1
82,429,1
82,451,1
82,499,1
82,557,1
82,558,1
82,631,1
82,650,1
83,22,1
83,213,1
83,578,1
83,626,1
83,643,1
83,1007,1
84,99,1
84,142,1
84,219,1
84,232,1
84,310,1
84,335,1
84,374,1
84,428,1
84,455,1
84,462,1
84,516,1
84,546,1
84,576,1
84,607,1
84,756,1
84,816,1
84,835,1
84,855,1
84,906,1
84,1010,1
84,1026,1
85,8,1
85,74,1
85,148,1
85,182,1
85,230,1
85,274,1
85,355,1
85,440,1
85,480,1
85,483,1
85,500,1
85,521,1
85,550,1
85,562,1
85,587,1
85,595,1
85,608,1
85,810,1
85,819,1
85,820,1
85,910,1
85,917,1
85,987,1
85,995,1
86,247,1
86,288,1
86,943,1
86,961,1
86,1034,1
87,22,1
87,65,1
87,136,1
87,241,1
87,366,1
87,475,1
87,639,1
87,700,1
87,734,1
87,860,1
87,1024,1
88,127,1
88,335,1
88,374,1
88,546,1
88,576,1
88,604,1
88,607,1
88,658,1
88,816,1
88,823,1
89,13,1
89,15,1
89,161,1
89,297,1
89,484,1
89,747,1
90,13,1
90,56,1
90,82,1
90,477,1
90,518,1
90,631,1
90,869,1
90,1022,1
91,341,1
91,427,1
91,541,1
91,705,1
91,830,1
91,963,1
91,1025,1
91,1038,1
92,192,1
92,231,1
92,644,1
92,834,1
92,890,1
92,920,1
92,941,1
92,952,1
92,1031,1
93,54,1
93,661,1
93,802,1
93,822,1
93,861,1
93,948,1
93,988,1
94,241,1
94,641,1
94,849,1
94,875,1
95,140,1
95,209,1
95,403,1
95,652,1
95,826,1
95,971,1
95,1003,1
96,115,1
96,240,1
96,291,1
96,721,1
96,851,1
96,860,1
97,196,1
97,241,1
97,252,1
97,338,1
97,353,1
97,405,1
97,461,1
97,537,1
97,732,1
97,760,1
97,1006,1
98,41,1
98,290,1
98,367,1
98,471,1
98,482,1
98,554,1
98,709,1
98,745,1
98,1027,1
99,84,1
99,335,1
99,409,1
99,546,1
99,607,1
99,835,1
99,858,1
