0,36,1
0,670,1
0,1164,1
0,3120,1
1,1427,1
1,1756,1
1,2127,1
1,2333,1
1,2383,1
1,2422,1
2,259,1
2,1484,1
2,1672,1
2,1777,1
2,2050,1
3,244,1
3,246,1
3,247,1
3,397,1
3,403,1
3,404,1
3,430,1
3,454,1
3,648,1
3,716,1
3,717,1
3,733,1
3,963,1
3,966,1
3,1020,1
3,1021,1
3,1022,1
3,1023,1
3,1024,1
3,1027,1
3,1029,1
3,1036,1
3,1052,1
3,1602,1
4,68,1
4,176,1
4,177,1
4,179,1
4,236,1
4,256,1
4,270,1
4,279,1
4,280,1
4,319,1
4,407,1
4,436,1
4,459,1
4,465,1
4,617,1
4,697,1
4,767,1
4,796,1
4,816,1
4,928,1
4,986,1
4,987,1
4,997,1
4,1014,1
4,1084,1
4,1085,1
4,1181,1
4,1273,1
4,1347,1
4,1481,1
4,1545,1
4,1631,1
4,1746,1
4,1952,1
4,2215,1
4,2657,1
5,2862,1
5,2956,1
5,3109,1
5,3110,1
5,3112,1
5,3341,1
5,3362,1
5,3369,1
6,32,1
6,45,1
6,168,1
6,366,1
6,880,1
6,1149,1
6,1221,1
6,1222,1
6,1347,1
6,1612,1
6,1635,1
6,1660,1
6,1673,1
6,1705,1
6,1707,1
6,1756,1
6,1783,1
6,1860,1
6,1863,1
6,1895,1
6,1931,1
7,2162,1
7,2370,1
7,2413,1
7,2432,1
8,2189,1
8,2245,1
8,2405,1
8,2411,1
8,2436,1
8,2469,1
8,2476,1
8,2483,1
8,2487,1
8,2519,1
8,2533,1
8,2560,1
8,2586,1
9,2265,1
9,2284,1
9,2464,1
9,3073,1
10,964,1
10,2111,1
10,2233,1
10,2242,1
10,2455,1
11,416,1
11,1867,1
11,2166,1
11,2894,1
12,1590,1
12,2778,1
12,2854,1
12,2855,1
12,2863,1
13,1724,1
13,2117,1
13,2280,1
13,2386,1
14,397,1
14,1661,1
14,1693,1
14,2050,1
14,2999,1
15,732,1
15,739,1
15,757,1
15,1527,1
16,485,1
16,2283,1
16,2286,1
16,2464,1
17,1284,1
17,1340,1
17,1635,1
17,1777,1
17,2050,1
18,3015,1
18,3027,1
18,3035,1
18,3038,1
18,3257,1
18,3530,1
19,870,1
19,929,1
19,2269,1
19,2892,1
19,2917,1
19,2955,1
20,525,1
20,895,1
20,1791,1
20,2224,1
20,2285,1
21,169,1
21,1192,1
21,1193,1
21,1222,1
21,1357,1
21,1468,1
21,1488,1
22,247,1
22,478,1
22,798,1
22,970,1
22,1421,1
23,105,1
23,749,1
23,1735,1
23,2373,1
24,169,1
24,337,1
24,522,1
24,540,1
24,643,1
24,1819,1
24,1924,1
24,2144,1
24,2161,1
24,2271,1
24,2370,1
24,2469,1
24,2514,1
24,2540,1
25,3130,1
25,3415,1
25,3479,1
25,3507,1
25,3512,1
25,3521,1
25,3547,1
26,2144,1
26,2156,1
26,2245,1
26,2558,1
26,3138,1
27,1145,1
27,1966,1
27,2136,1
27,2144,1
27,2245,1
28,248,1
28,2662,1
28,2722,1
28,2737,1
28,2856,1
28,2911,1
28,2922,1
28,2948,1
28,2952,1
28,3008,1
28,3010,1
29,3304,1
29,3341,1
29,3428,1
29,3433,1
29,3472,1
29,3473,1
29,3537,1
30,272,1
30,648,1
30,649,1
30,1883,1
31,184,1
31,839,1
31,968,1
31,1113,1
31,2534,1
31,3096,1
31,3296,1
32,1674,1
32,2286,1
32,2379,1
32,2461,1
32,2612,1
33,2224,1
33,2234,1
33,2236,1
33,2245,1
33,2271,1
34,176,1
34,821,1
34,834,1
34,1598,1
34,1611,1
34,2126,1
34,2173,1
35,169,1
35,279,1
35,436,1
35,474,1
35,487,1
35,507,1
35,528,1
35,596,1
35,727,1
35,860,1
35,1191,1
35,1460,1
35,1490,1
35,1923,1
35,1952,1
35,2548,1
35,3138,1
36,111,1
36,806,1
36,2661,1
36,2840,1
37,1107,1
37,2147,1
37,2367,1
37,2423,1
37,2524,1
37,2787,1
37,2869,1
37,2919,1
38,73,1
38,74,1
38,82,1
38,112,1
38,271,1
38,273,1
38,274,1
38,275,1
38,305,1
38,316,1
38,385,1
38,424,1
38,429,1
38,648,1
38,649,1
38,650,1
38,716,1
38,718,1
38,719,1
38,724,1
38,733,1
38,735,1
38,745,1
38,758,1
38,964,1
38,1002,1
38,1035,1
38,1036,1
38,1050,1
38,1054,1
38,1062,1
38,1093,1
38,1095,1
38,1104,1
38,1353,1
38,1391,1
38,1421,1
38,1452,1
38,1455,1
38,1600,1
38,1602,1
38,1618,1
38,1693,1
38,1862,1
38,2047,1
38,2059,1
38,2072,1
38,2246,1
38,2447,1
38,2505,1
38,2527,1
38,2621,1
38,3076,1
39,273,1
39,274,1
39,433,1
39,650,1
39,651,1
39,1093,1
39,1095,1
39,2335,1
39,2900,1
40,957,1
40,1618,1
40,1880,1
40,1906,1
40,1998,1
41,337,1
41,1198,1
41,1199,1
41,1200,1
41,1210,1
41,1336,1
41,1337,1
41,1672,1
41,1673,1
41,1777,1
41,2144,1
41,2350,1
41,2383,1
41,2413,1
41,2422,1
41,2432,1
42,2329,1
42,2370,1
42,2386,1
42,2416,1
42,2504,1
42,2576,1
43,520,1
43,930,1
43,2108,1
43,2125,1
43,2215,1
43,2338,1
43,2422,1
44,377,1
44,964,1
44,1505,1
44,1909,1
44,2328,1
44,2386,1
45,239,1
45,551,1
45,610,1
45,628,1
45,920,1
45,1657,1
45,1890,1
45,2311,1
46,442,1
46,687,1
46,2173,1
46,3055,1
47,214,1
47,545,1
47,558,1
47,587,1
47,1107,1
47,1152,1
47,1582,1
47,1614,1
48,89,1
48,94,1
48,639,1
48,1352,1
48,2408,1
49,919,1
49,1735,1
49,1799,1
49,1812,1
49,1919,1
49,1939,1
49,1966,1
49,2114,1
49,2144,1
49,2215,1
49,2239,1
49,2271,1
49,2338,1
49,2344,1
49,2410,1
49,2462,1
49,2886,1
49,2900,1
49,2998,1
50,261,1
50,322,1
50,699,1
50,1658,1
51,2338,1
51,2482,1
51,2575,1
51,2643,1
51,2650,1
51,2714,1
51,2848,1
51,2904,1
52,169,1
52,222,1
52,347,1
52,1522,1
52,2105,1
53,347,1
53,708,1
53,1044,1
53,1482,1
53,1735,1
54,1199,1
54,1347,1
54,2541,1
54,2547,1
54,2570,1
55,558,1
55,1251,1
55,2057,1
55,2635,1
56,2726,1
56,3281,1
56,3555,1
56,3566,1
57,1282,1
57,1357,1
57,1578,1
57,1695,1
57,1922,1
57,1970,1
57,2050,1
57,2124,1
57,2125,1
57,2141,1
57,2161,1
57,2203,1
57,2271,1
57,2273,1
57,2658,1
58,2215,1
58,2394,1
58,2405,1
58,2409,1
58,2411,1
58,2432,1
58,2463,1
58,2627,1
58,2658,1
58,2673,1
58,2676,1
58,2682,1
58,2708,1
58,2714,1
58,2744,1
59,3,1
59,429,1
59,798,1
59,1057,1
59,1551,1
60,397,1
60,678,1
60,950,1
60,3178,1
60,3296,1
61,169,1
61,845,1
61,853,1
61,1880,1
61,1993,1
61,2054,1
61,2108,1
61,2144,1
61,2156,1
61,2161,1
61,2215,1
61,2272,1
61,2309,1
61,2358,1
61,2383,1
61,2405,1
61,2411,1
61,2418,1
61,2419,1
61,2432,1
62,10,1
62,479,1
62,535,1
62,1136,1
62,1377,1
62,1709,1
62,1711,1
62,2111,1
62,2177,1
63,66,1
63,81,1
63,140,1
63,141,1
63,606,1
63,615,1
63,1243,1
63,1244,1
63,1364,1
63,2448,1
64,557,1
64,825,1
64,1052,1
64,1225,1
64,2542,1
64,2917,1
65,12,1
65,213,1
65,221,1
65,244,1
65,248,1
65,385,1
65,479,1
65,568,1
65,648,1
65,664,1
65,784,1
65,788,1
65,794,1
65,984,1
65,1076,1
65,1161,1
65,1693,1
65,1878,1
65,2257,1
65,2393,1
65,2780,1
66,20,1
66,49,1
66,115,1
66,486,1
66,556,1
66,558,1
66,578,1
66,649,1
66,788,1
66,797,1
66,798,1
66,1114,1
67,642,1
67,3027,1
67,3198,1
67,3296,1
67,3301,1
67,3317,1
67,3362,1
67,3363,1
67,3515,1
67,3516,1
67,3528,1
67,3547,1
68,240,1
68,549,1
68,1836,1
68,2208,1
68,2399,1
69,1528,1
69,1588,1
69,1646,1
69,1649,1
69,1660,1
69,1694,1
69,1748,1
69,1756,1
69,1837,1
69,1839,1
69,1840,1
69,1850,1
69,1855,1
69,1863,1
69,1881,1
69,1887,1
69,1924,1
70,329,1
70,1530,1
70,2046,1
70,2224,1
70,2643,1
71,583,1
71,1724,1
71,1736,1
71,1819,1
72,213,1
72,752,1
72,753,1
72,983,1
72,1334,1
72,1545,1
72,1983,1
72,3414,1
73,1528,1
73,1797,1
73,2202,1
73,2303,1
73,2496,1
74,741,1
74,1353,1
74,1836,1
74,2255,1
75,579,1
75,993,1
75,2105,1
75,2265,1
76,459,1
76,1253,1
76,1909,1
76,2280,1
77,109,1
77,288,1
77,459,1
77,563,1
77,772,1
77,876,1
77,880,1
77,969,1
77,994,1
77,1045,1
77,1323,1
77,1362,1
78,261,1
78,280,1
78,319,1
78,579,1
78,773,1
78,774,1
78,1423,1
78,1594,1
78,1636,1
78,1699,1
78,1726,1
79,1888,1
79,2065,1
79,2161,1
79,2386,1
79,2443,1
80,540,1
80,1819,1
80,1909,1
80,2050,1
80,2096,1
81,212,1
81,214,1
81,1315,1
81,1774,1
81,1880,1
81,1956,1
82,1118,1
82,2246,1
82,2365,1
82,2408,1
82,2464,1
83,3012,1
83,3105,1
83,3291,1
83,3428,1
84,2858,1
84,3214,1
84,3388,1
84,3516,1
84,3532,1
84,3533,1
84,3553,1
85,3104,1
85,3329,1
85,3356,1
85,3378,1
85,3537,1
85,3544,1
86,2338,1
86,2628,1
86,2778,1
86,2904,1
86,3091,1
86,3133,1
86,3396,1
86,3397,1
87,341,1
87,411,1
87,805,1
87,2025,1
87,2335,1
88,1481,1
88,1512,1
88,1600,1
88,2200,1
89,3,1
89,1253,1
89,1267,1
89,1848,1
89,2465,1
90,259,1
90,459,1
90,920,1
90,1109,1
90,1582,1
90,1799,1
91,2845,1
91,2884,1
91,2917,1
91,2935,1
91,2960,1
91,2979,1
92,1791,1
92,1813,1
92,1909,1
92,2057,1
92,2118,1
92,2244,1
92,2290,1
92,2389,1
92,2481,1
92,2511,1
93,1195,1
93,2621,1
93,2702,1
93,2826,1
94,154,1
94,156,1
94,157,1
94,268,1
94,391,1
94,407,1
94,576,1
94,577,1
94,581,1
94,658,1
94,712,1
94,723,1
94,1035,1
94,1216,1
94,1248,1
94,1345,1
94,1394,1
94,1677,1
94,1913,1
94,1952,1
94,2435,1
94,2543,1
94,2642,1
94,2779,1
94,2781,1
94,2894,1
94,2959,1
94,3195,1
95,2144,1
95,2350,1
95,2390,1
95,2419,1
95,2422,1
95,2429,1
95,2432,1
95,2457,1
95,2483,1
96,337,1
96,356,1
96,357,1
96,1199,1
96,1890,1
97,28,1
97,164,1
97,579,1
97,626,1
97,1191,1
97,1192,1
97,1481,1
97,1594,1
97,1699,1
97,1726,1
97,1991,1
97,2035,1
97,2105,1
97,2229,1
97,2243,1
97,2371,1
97,2558,1
97,2581,1
97,2676,1
97,3244,1
98,1735,1
98,1820,1
98,1890,1
98,1972,1
98,1973,1
98,2035,1
99,164,1
99,407,1
99,2108,1
99,2626,1
99,2628,1
99,2698,1
99,2998,1
99,3124,1
99,3286,1
99,3404,1
99,3408,1
99,3415,1
100,3233,1
100,3237,1
100,3238,1
100,3369,1
101,1955,1
101,2888,1
101,2993,1
101,3009,1
101,3087,1
101,3113,1
101,3209,1
101,3369,1
102,1966,1
102,1969,1
102,1972,1
102,1992,1
102,2005,1
102,2050,1
103,1911,1
103,2102,1
103,2223,1
103,2429,1
103,2683,1
104,315,1
104,397,1
104,468,1
104,822,1
104,911,1
104,1163,1
104,2969,1
105,247,1
105,704,1
105,705,1
105,793,1
105,798,1
105,1002,1
105,1036,1
105,1249,1
105,1253,1
105,1501,1
105,1602,1
105,1873,1
106,432,1
106,459,1
106,499,1
106,3105,1
107,327,1
107,598,1
107,1224,1
107,1663,1
107,1693,1
107,1813,1
107,1893,1
107,2055,1
107,2147,1
107,2164,1
107,2206,1
108,934,1
108,960,1
108,1672,1
108,1791,1
108,1817,1
108,1909,1
108,2079,1
109,1888,1
109,2057,1
109,2161,1
109,2285,1
109,2432,1
110,3,1
110,53,1
110,56,1
110,65,1
110,130,1
110,178,1
110,220,1
110,239,1
110,244,1
110,247,1
110,248,1
110,249,1
110,263,1
110,273,1
110,283,1
110,287,1
110,305,1
110,312,1
110,314,1
110,324,1
110,332,1
110,371,1
110,373,1
110,375,1
110,378,1
110,392,1
110,415,1
110,416,1
110,418,1
110,419,1
110,430,1
110,451,1
110,468,1
110,506,1
110,564,1
110,578,1
110,614,1
110,616,1
110,618,1
110,636,1
110,637,1
110,648,1
110,649,1
110,650,1
110,651,1
110,653,1
110,661,1
110,663,1
110,664,1
110,665,1
110,668,1
110,695,1
110,706,1
110,761,1
110,776,1
110,778,1
110,780,1
110,784,1
110,785,1
110,789,1
110,793,1
110,797,1
110,821,1
110,824,1
110,825,1
110,826,1
110,834,1
110,861,1
110,874,1
110,962,1
110,994,1
110,1013,1
110,1015,1
110,1046,1
110,1071,1
110,1077,1
110,1078,1
110,1105,1
110,1114,1
110,1131,1
110,1132,1
110,1133,1
110,1134,1
110,1159,1
110,1172,1
110,1361,1
110,1413,1
110,1477,1
110,1481,1
110,1505,1
110,1533,1
110,1656,1
110,1692,1
110,1745,1
110,1795,1
110,1806,1
110,1825,1
110,1878,1
110,1929,1
110,1942,1
110,2045,1
110,2198,1
110,2473,1
110,2617,1
110,3060,1
110,3414,1
111,1352,1
111,1791,1
111,2074,1
111,2096,1
112,695,1
112,1619,1
112,2154,1
112,2646,1
112,2742,1
112,2922,1
112,3044,1
112,3090,1
113,168,1
113,1146,1
113,1426,1
113,2178,1
113,2224,1
114,176,1
114,209,1
114,2257,1
114,2739,1
114,3226,1
114,3354,1
114,3437,1
114,3448,1
114,3480,1
114,3491,1
114,3554,1
115,558,1
115,1355,1
115,1468,1
115,1495,1
115,1700,1
115,1773,1
115,1809,1
115,1881,1
115,1887,1
115,1934,1
115,1935,1
115,1944,1
115,1949,1
115,1955,1
115,1969,1
115,1978,1
115,2001,1
115,2002,1
115,2044,1
115,2046,1
115,2051,1
115,2124,1
115,2127,1
115,2136,1
116,127,1
116,267,1
116,838,1
116,845,1
116,875,1
116,1341,1
116,1384,1
116,1493,1
117,697,1
117,1966,1
117,2105,1
117,2541,1
117,2544,1
118,961,1
118,2847,1
118,2886,1
118,2891,1
118,2966,1
118,2998,1
119,580,1
119,764,1
119,1014,1
119,1210,1
119,1337,1
119,1376,1
119,1546,1
119,1841,1
120,1376,1
120,2317,1
120,2411,1
120,2413,1
120,2422,1
120,2432,1
121,714,1
121,721,1
121,787,1
121,1171,1
121,1306,1
121,1308,1
121,1447,1
121,1481,1
121,1735,1
121,2123,1
121,2588,1
122,1599,1
122,1828,1
122,1973,1
122,2224,1
122,2243,1
122,2271,1
122,2381,1
123,1118,1
123,1981,1
123,2594,1
123,2885,1
123,2981,1
123,3103,1
123,3479,1
123,3521,1
124,3104,1
124,3212,1
124,3213,1
124,3214,1
124,3451,1
125,92,1
125,107,1
125,259,1
125,433,1
125,915,1
125,1137,1
125,1625,1
125,2562,1
126,632,1
126,672,1
126,1077,1
